# label=gen system=GEN start=850 end=3000
# frame,gameMode,phase,subphase,curVScroll,curHScroll,ppuCtrl,switchReq,vsram0,ppuScrlX,ppuScrlY,demoLineTextIndex,demoNTWraps,lineCounter,lineAttrIndex,lineDstLo,lineDstHi,attrDstLo,attrDstHi,phase0Cycle,phase0Timer,transferBufSel,demoBusy,vsAddrHi58,vsAddrLoE2,sprite0Act,vsram40,hintQCount,hintQ0Ctr,hintQ0Vsram,hintPendSplit,introScrollMode,stagedMode,stagedHintCtr,stagedBase,stagedEvent,activeHintCtr,stagedSegment,activeSegment,activeBase,activeEvent
850,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,AF,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
851,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,AE,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
852,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,AD,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
853,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,AC,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
854,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,AB,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
855,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,AA,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
856,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A9,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
857,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A8,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
858,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A7,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
859,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A6,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
860,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A5,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
861,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A4,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
862,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A3,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
863,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A2,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
864,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A1,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
865,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,A0,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
866,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,9F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
867,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,9E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
868,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,9D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
869,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,9C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
870,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,9B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
871,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,9A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
872,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,99,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
873,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,98,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
874,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,97,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
875,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,96,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
876,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,95,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
877,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,94,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
878,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,93,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
879,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,92,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
880,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,91,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
881,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,90,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
882,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,8F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
883,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,8E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
884,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,8D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
885,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,8C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
886,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,8B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
887,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,8A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
888,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,89,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
889,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,88,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
890,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,87,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
891,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,86,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
892,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,85,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
893,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,84,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
894,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,83,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
895,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,82,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
896,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,81,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
897,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,80,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
898,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,7F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
899,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,7E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
900,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,7D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
901,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,7C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
902,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,7B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
903,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,7A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
904,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,79,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
905,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,78,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
906,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,77,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
907,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,76,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
908,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,75,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
909,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,74,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
910,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,73,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
911,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,72,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
912,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,71,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
913,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,70,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
914,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,6F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
915,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,6E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
916,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,6D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
917,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,6C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
918,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,6B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
919,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,6A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
920,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,69,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
921,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,68,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
922,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,67,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
923,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,66,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
924,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,65,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
925,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,64,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
926,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,63,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
927,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,62,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
928,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,61,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
929,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,60,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
930,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,5F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
931,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,5E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
932,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,5D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
933,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,5C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
934,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,5B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
935,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,5A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
936,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,59,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
937,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,58,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
938,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,57,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
939,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,56,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
940,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,55,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
941,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,54,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
942,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,53,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
943,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,52,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
944,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,51,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
945,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,50,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
946,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,4F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
947,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,4E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
948,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,4D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
949,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,4C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
950,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,4B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
951,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,4A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
952,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,49,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
953,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,48,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
954,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,47,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
955,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,46,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
956,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,45,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
957,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,44,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
958,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,43,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
959,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,42,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
960,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,41,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
961,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,40,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
962,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,3F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
963,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,3E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
964,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,3D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
965,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,3C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
966,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,3B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
967,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,3A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
968,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,39,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
969,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,38,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
970,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,37,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
971,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,36,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
972,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,35,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
973,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,34,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
974,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,33,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
975,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,32,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
976,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,31,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
977,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,30,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
978,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,2F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
979,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,2E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
980,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,2D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
981,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,2C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
982,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,2B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
983,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,2A,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
984,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,29,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
985,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,28,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
986,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,27,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
987,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,26,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
988,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,25,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
989,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,24,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
990,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,23,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
991,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,22,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
992,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,21,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
993,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,20,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
994,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,1F,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
995,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,1E,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
996,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,1D,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
997,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,1C,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
998,00,00,01,00,01,B0,00,0008,00,00,00,00,00,00,00,00,00,00,0D,1B,00,01,00,00,00,0000,00,00,0000,00,00,00,00,0008,0008,00,00,00,0008,0008
